33995	蓋
34903	街
35442	該
37799	鎧
39608	骸
28012	浬
39336	馨
34521	蛙
22435	垣
26623	柿
34510	蛎
37390	鈎
21123	劃
22151	嚇
21508	各
24275	廓
25313	拡
25785	撹
26684	格
26680	核
27579	殻
29554	獲
30906	確
31339	穫
35226	覚
36203	赫
36611	較
37101	郭
38307	閣
38548	隔
23398	学
23731	岳
27005	楽
38989	額
38990	顎
25499	掛
31520	笠
27179	樫
27263	橿
26806	梶
39949	鰍
28511	潟
21106	割
21917	喝
24688	恰
25324	括
27963	活
28167	渇
28369	滑
33883	葛
35088	褐
36676	轄
19988	且
39993	鰹
21494	叶
26907	椛
27194	樺
38788	鞄
26666	株
20828	兜
31427	竃
33970	蒲
37340	釜
37772	鎌
22107	噛
40232	鴨
26658	栢
33541	茅
33841	萱
31909	粥
21000	刈
33477	苅
20094	乾
20355	侃
20896	冠
23506	寒
21002	刊
21208	勘
21223	勧
24059	巻
21914	喚
22570	堪
23014	姦
23436	完
23448	官
23515	寛
24185	幹
24739	患
24863	感
24931	慣
25022	憾
25563	換
25954	敢
26577	柑
26707	桓
26874	棺
27454	款
27475	歓
27735	汗
28450	漢
28567	澗
28485	潅
29872	環
30435	監
30475	看
31487	竿
31649	管
31777	簡
32233	緩
32752	翰
32925	肝
33382	艦
33694	莞
35251	観
35532	諌
36011	貫
36996	還
37969	鑑
38291	間
38289	閑
38306	関
38501	陥
38867	韓
39208	館
33304	舘
20024	丸
21547	含
23736	岸
24012	巌
29609	玩
30284	癌
30524	眼
23721	岩
32747	翫
36107	贋
38593	雁
38929	頑
38996	顔
39000	願
20225	企
20238	伎
21361	危
21916	喜
22120	器
22522	基
22855	奇
23305	嬉
23492	寄
23696	岐
24076	希
24190	幾
24524	忌
25582	揮
26426	机
26071	旗
26082	既
26399	期
26827	棋
26820	棄
27231	機
24112	帰
27589	毅
27671	気
27773	汽
30079	畿
31048	祈
23395	季
31232	稀
32000	紀
24509	徽
35215	規
35352	記
36020	貴
36215	起
36556	軌
36637	輝
39138	飢
39438	騎
20605	偽
20736	儀
22931	妓
23452	宜
25135	戯
25216	技
25836	擬
27450	欺
29344	犠
30097	疑
31047	祇
32681	義
34811	蟻
35516	誼
35696	議
25516	掬
33738	菊
38816	鞠
21513	吉
21507	吃
21931	喫
26708	桔
27224	橘
35440	詰
30759	砧
26485	杵
21364	却
23458	客
33050	脚
34384	虐
36870	逆
19992	丘
20037	久
20167	仇
20241	休
21450	及
21560	吸
23470	宮
24613	急
25937	救
26429	朽
27714	求
27762	汲
27875	泣
28792	灸
29699	球
31350	究
31406	窮
31496	笈
32026	級
31998	糾
32102	給
26087	旧
21435	去
23621	居
24040	巨
25298	拒
25312	拠
25369	挙
28192	渠
34394	虚
35377	許
36317	距
37624	鋸
28417	漁
31142	禦
20136	亨
20139	享
20140	京
20379	供
20384	侠
20689	僑
20807	兇
31478	競
20849	共
20982	凶
21332	協
21281	匡
21375	卿
21483	叫
21932	喬
22659	境
23777	峡
24375	強
24394	彊
24623	怯
24656	恐
24685	恭
25375	挟
25945	教
27211	橋
27841	況
29378	狂
29421	狭
30703	矯
33016	胸
33029	脅
33288	興
34126	蕎
37111	郷
37857	鏡
38911	響
39255	饗
39514	驚
20208	仰
20957	凝
23597	尭
26241	暁
26989	業
23616	局
26354	曲
26997	極
26704	桐
31873	粁
20677	僅
21220	勤
22343	均
37670	錦
27427	欣
27453	欽
29748	琴
31105	禁
31165	禽
31563	筋
32202	緊
33465	芹
33740	菌
34943	衿
35167	襟
35641	謹
36817	近
21535	吟
37504	銀
20061	九
20534	倶
21477	句
21306	区
29399	狗
29590	玖
30697	矩
33510	苦
36527	躯
39366	駆
39368	駈
39378	駒
20855	具
24858	愚
34398	虞
21936	喰
31354	空
20598	偶
23507	寓
36935	遇
38533	隅
20018	串
27355	櫛
37351	釧
23633	屑
23624	屈
25496	掘
31391	窟
27795	沓
38772	靴
36705	轡
31402	窪
29066	熊
38536	隈
31874	粂
26647	栗
32368	繰
26705	桑
37740	鍬
21234	勲
21531	君
34219	薫
35347	訓
32676	群
36557	軍
37089	郡
21350	卦
34952	袈
31041	祁
20418	係
20670	傾
21009	刑
20804	兄
21843	啓
22317	圭
29674	珪
22411	型
22865	契
24418	形
24452	径
24693	恵
24950	慶
24935	慧
25001	憩
25522	掲
25658	携
25964	敬
26223	景
26690	桂
28179	渓
30054	畦
31293	稽
31995	系
32076	経
32153	継
32331	繋
32619	罫
33550	茎
33610	荊
34509	蛍
35336	計
35427	詣
35686	警
36605	軽
38938	頚
40335	鶏
33464	芸
36814	迎
39912	鯨
21127	劇
25119	戟
25731	撃
28608	激
38553	隙
26689	桁
20625	傑
27770	決
28500	潔
32080	結
35363	訣
20214	件
20537	倹
20518	倦
20581	健
20860	兼
21048	券
21091	剣
21927	喧
22287	圏
22533	堅
23244	嫌
24314	建
25010	憲
25080	懸
25331	拳
25458	捲
26908	検
27177	権
29309	牽
29486	献
30740	研
30831	硯
32121	絹
30476	県
32937	肩
35609	謙
36066	賢
36562	軒
36963	遣
37749	鍵
38522	険
38997	顕
39443	験
40568	鹸
20803	元
21407	原
21427	厳
24187	幻
24358	弦
28187	減
28304	源
29694	現
32067	絃
33335	舷
35578	諺
38480	限
20046	乎
20491	個
21476	古
21628	呼
22266	固
22993	姑
23396	孤
24235	庫
24359	弧
25925	故
26543	枯
28246	湖
29392	狐
31946	糊
34996	袴
32929	股
32993	胡
33776	菰
35463	誇
36328	跨
37431	鈷
38599	雇
39015	顧
20116	五
20114	互
20237	伍
21320	午
21577	呉
21566	吾
23087	娯
24460	後
24481	御
24735	悟
26791	梧
27278	檎
29786	瑚
30849	碁
35486	語
35492	誤
35703	護
37264	醐
20062	乞
39881	鯉
20132	交
20348	佼
20399	侯
20505	候
20502	倖
20809	光
20844	公
21151	功
21177	効
21246	勾
21402	厚
21521	向
21518	后
21897	喉
22353	坑
22434	垢
22909	好
23380	孔
23389	孝
23439	宏
24039	巧
24055	巷
24184	幸
24195	広
24218	庚
24247	康
24344	弘
24658	恒
24908	慌
25239	抗
25304	拘
25511	控
25915	攻
26114	昂
26179	晃
26356	更
26477	杭
26657	校
26775	梗
27083	構
27743	江
27946	洪
28009	浩
28207	港
28317	溝
30002	甲
30343	皇
30828	硬
31295	稿
31968	糠
32005	紅
32024	紘
32094	絞
32177	綱
32789	耕
32771	考
32943	肯
32945	肱
33108	腔
33167	膏
33322	航
33618	荒
34913	衡
35611	講
36002	貢
36092	購
37066	郊
37237	酵
37489	鉱
30783	砿
37628	鋼
38308	閤
38477	降
38917	項
40251	鴻
21083	剛
21163	劫
21495	号
21512	合
22741	壕
25335	拷
28640	濠
35946	豪
36703	轟
40633	麹
20811	克
21051	刻
21578	告
22269	国
31296	穀
37239	酷
40288	鵠
29508	獄
28425	漉
33136	腰
29969	甑
24573	忽
24794	惚
29403	狛
36796	込
27492	此
38915	頃
20170	今
22256	困
22372	坤
22718	墾
23130	婚
24680	恨
25031	懇
26127	昏
26118	昆
26681	根
26801	梱
28151	混
30165	痕
32058	紺
39746	魂
20123	些
20304	佐
21449	叉
21766	唆
23919	嵯
24038	左
24046	差
26619	査
27801	沙
29811	瑳
30722	砂
35408	詐
37782	鎖
35039	裟
22352	坐
24231	座
25387	挫
20661	債
20652	催
20877	再
26368	最
21705	哉
22622	塞
22971	妻
23472	宰
24425	彩
25165	才
25505	採
26685	栽
27507	歳
28168	済
28797	災
37319	采
29312	犀
30741	砕
30758	砦
31085	祭
25998	斎
32048	細
33756	菜
35009	裁
36617	載
38555	際
21092	剤
22312	在
26448	材
32618	罪
36001	財
20916	冴
22338	坂
38442	阪
22586	堺
27018	榊
32948	肴
21682	咲
23822	崎
22524	埼
30869	碕
40442	鷺
20316	作
21066	削
21643	咋
25662	搾
26152	昨
26388	朔
26613	柵
31364	窄
31574	策
32034	索
37679	錯
26716	桜
39853	鮭
31545	笹
21273	匙
20874	冊
21047	刷
23519	察
25334	拶
25774	撮
25830	擦
26413	札
27578	殺
34217	薩
38609	雑
30352	皐
39894	鯖
25420	捌
37638	錆
39851	鮫
26194	晒
19977	三
20632	傘
21442	参
24808	惨
25746	撒
25955	散
26719	桟
29158	燦
29642	珊
29987	産
31639	算
32386	纂
34453	蚕
35715	讃
36059	賛
37240	酸
39184	餐
26028	斬
26283	暫
27531	残
20181	仕
20180	仔
20282	伺
20351	使
21050	刺
21496	司
21490	史
21987	嗣
22235	四
22987	始
22985	姉
23039	姿
23629	屍
24066	市
24107	師
24535	志
24605	思
25351	指
23388	孜
26031	斯
26045	施
26088	旨
26525	枝
27515	死
29509	獅
31049	祉
31169	私
32025	紙
32043	紫
32930	肢
33026	脂
35222	視
35422	詞
35433	詩
35430	試
35468	誌
35566	諮
36039	資
36060	賜
38604	雌
39164	飼
20107	事
20284	似
20365	侍
20816	児
23383	字
23546	寺
24904	慈
25345	持
26178	時
27425	次
28363	滋
27835	治
29246	爾
29885	璽
30164	痔
30913	磁
33940	蒔
36766	辞
27728	汐
24335	式
35672	識
40235	鴫
31482	竺
36600	軸
23437	宍
38635	雫
19971	七
21489	叱
22519	執
22833	失
23241	嫉
23460	室
24713	悉
28287	湿
28422	漆
30142	疾
36074	質
23455	実
34048	蔀
31712	篠
20594	偲
26612	柴
33437	芝
23649	屡
34122	蕊
32286	縞
33294	舎
20889	写
23556	射
25448	捨
36198	赦
26012	斜
29038	煮
31038	社
32023	紗
32773	者
35613	謝
36974	遮
34503	蛇
37034	邪
20511	借
21242	勺
23610	尺
26451	杓
28796	灼
29237	爵
37196	酌
37320	釈
37675	錫
33509	若
23490	寂
24369	弱
24825	惹
20027	主
21462	取
23432	守
26417	朱
27530	殊
29417	狩
29664	珠
31278	種
33131	腫
36259	趣
37202	酒
20754	儒
21463	受
21610	呪
23551	寿
25480	授
27193	樹
32172	綬
38656	需
22234	囚
21454	収
21608	周
23447	宗
23601	就
24030	州
20462	修
24833	愁
25342	拾
27954	洲
31168	秀
31179	秋
32066	終
32333	繍
32722	習
33261	臭
33936	蒐
34886	衆
35186	襲
35728	讐
36468	蹴
36655	輯
36913	週
37195	酋
37228	酬
38598	集
37276	醜
20160	什
20303	住
20805	充
24467	従
25102	戎
26580	柔
27713	汁
28171	渋
29539	獣
32294	縦
37325	重
37507	銃
21460	叔
22809	夙
23487	宿
28113	淑
31069	祝
32302	縮
31899	粛
22654	塾
29087	熟
20986	出
34899	術
36848	述
20426	俊
23803	峻
26149	春
30636	瞬
31459	竣
33308	舜
39423	駿
20934	准
24490	循
26092	旬
26991	楯
27529	殉
28147	淳
28310	準
28516	潤
30462	盾
32020	純
24033	巡
36981	遵
37255	醇
38918	順
20966	処
21021	初
25152	所
26257	暑
26329	曙
28186	渚
24246	庶
32210	緒
32626	署
26360	書
34223	薯
34295	藷
35576	諸
21161	助
21465	叙
24207	序
24464	徐
24661	恕
37604	鋤
38500	除
20663	傷
20767	償
21213	勝
21280	匠
21319	升
21484	召
21736	哨
21830	商
21809	唱
22039	嘗
22888	奨
22974	妾
23100	娼
23477	宵
23558	将
23569	少
23578	尚
24196	庄
24202	床
24288	廠
24432	彰
25215	承
25220	抄
25307	招
25484	掌
25463	捷
26119	昇
26124	昌
26157	昭
26230	晶
26494	松
26786	梢
27167	樟
27189	樵
27836	沼
28040	消
28169	渉
28248	湘
28988	焼
28966	焦
29031	照
30151	症
30465	省
30813	硝
30977	礁
31077	祥
31216	称
31456	章
31505	笑
31911	粧
32057	紹
32918	肖
33750	菖
33931	蒋
34121	蕉
34909	衝
35059	裳
35359	訟
35388	証
35412	詔
35443	詳
35937	象
36062	賞
37284	醤
37478	鉦
37758	鍾
37912	鐘
38556	障
38808	鞘
19978	上
19976	丈
19998	丞
20055	乗
20887	冗
21104	剰
22478	城
22580	場
22732	壌
23330	嬢
24120	常
24773	情
25854	擾
26465	条
26454	杖
27972	浄
29366	状
30067	畳
31331	穣
33976	蒸
35698	譲
37304	醸
37664	錠
22065	嘱
22516	埴
39166	飾
25325	拭
26893	植
27542	殖
29165	燭
32340	織
32887	職
35302	触
34645	蝕
36785	辱
23611	尻
20280	伸
20449	信
20405	侵
21767	唇
23072	娠
23517	寝
23529	審
24910	慎
25391	振
26032	新
26187	晋
26862	森
27035	榛
28024	浸
28145	深
30003	申
30137	疹
30495	真
31070	神
31206	秦
32051	紳
33455	芯
34218	薪
35242	親
35386	診
36914	進
37341	針
38663	震
20161	仁
20995	刃
22645	塵
22764	壬
23563	尋
29978	甚
23613	尽
33102	腎
35338	訊
36805	迅
38499	陣
38765	靭
31525	笥
35535	諏
38920	須
37218	酢
22259	図
21416	厨
36887	逗
21561	吹
22402	垂
24101	帥
25512	推
28810	炊
30561	睡
31883	粋
32736	翠
34928	衰
36930	遂
37204	酔
37648	錐
37656	錘
38543	随
29790	瑞
39620	髄
23815	崇
23913	嵩
25968	数
26530	枢
36264	趨
38619	雛
25454	据
26441	杉
26905	椙
33733	菅
38935	頗
38592	雀
35070	裾
28548	澄
25722	摺
19990	世
28716	瀬
30045	畝
26159	是
20932	凄
21046	制
21218	勢
22995	姓
24449	征
24615	性
25104	成
25919	政
25972	整
26143	星
26228	晴
26866	棲
26646	栖
27491	正
28165	清
29298	牲
30427	盛
31934	精
32854	聖
22768	声
35069	製
35488	誠
35475	誓
35531	請
36893	逝
37266	醒
38745	静
31246	税
33030	脆
38587	隻
24109	席
24796	惜
25114	戚
26021	斥
26132	昔
26512	析
31309	積
31821	籍
32318	績
33034	脊
36012	責
36321	跡
36447	蹟
30889	碩
20999	切
25305	拙
25509	接
25666	摂
25240	折
35373	設
31363	窃
31680	節
35500	説
38634	雪
32118	絶
34633	蝉
20185	仙
20808	先
21315	千
21344	占
23459	宣
23554	専
23574	尖
24029	川
25126	戦
25159	扇
25776	撰
26643	栓
26676	栴
27849	泉
27973	浅
27927	洗
26579	染
28508	潜
29006	煎
29053	煽
26059	旋
31359	穿
31661	箭
32218	線
32330	繊
32680	羨
33146	腺
33337	船
34214	薦
35438	詮
36046	賎
36341	践
36984	選
36983	遷
37549	銭
37521	銑
38275	閃
39854	鮮
21069	前
21892	善
28472	漸
28982	然
20840	全
31109	禅
32341	繕
33203	膳
31950	糎
22092	噌
22609	塑
23720	岨
25514	措
26366	曾
26365	曽
26970	楚
29401	狙
30095	疏
30094	疎
30990	礎
31062	祖
31199	租
31895	粗
32032	素
32068	組
34311	蘇
35380	訴
38459	阻
36961	遡
20711	僧
21109	創
21452	双
21474	叢
20489	倉
21930	喪
22766	壮
22863	奏
29245	爽
23435	宋
23652	層
21277	匝
24803	惣
24819	想
25436	捜
25475	掃
25407	挿
25531	掻
25805	操
26089	早
26361	曹
24035	巣
27085	槍
27133	槽
28437	漕
29157	燥
20105	争
30185	痩
30456	相
31379	窓
31967	糟
32207	総
32156	綜
32865	聡
33609	草
33624	荘
33900	葬
33980	蒼
34299	藻
35013	装
36865	送
36973	遭
37783	鎗
38684	霜
39442	騒
20687	像
22679	増
24974	憎
33235	臓
34101	蔵
36104	贈
36896	造
20419	促
20596	側
21063	則
21363	即
24687	息
25417	捉
26463	束
28204	測
36895	速
20439	俗
23646	属
36042	賊
26063	族
32154	続
21330	卒
34966	袖
20854	其
25539	揃
23384	存
23403	孫
23562	尊
25613	損
26449	村
36956	遜
20182	他
22810	多
22826	太
27760	汰
35409	詑
21822	唾
22549	堕
22949	妥
24816	惰
25171	打
26561	柁
33333	舵
26965	楕
38464	陀
39364	駄
39464	騨
20307	体
22534	堆
23550	対
32784	耐
23729	岱
24111	帯
24453	待
24608	怠
24907	態
25140	戴
26367	替
27888	泰
28382	滞
32974	胎
33151	腿
33492	苔
34955	袋
36024	貸
36864	退
36910	逮
38538	隊
40667	黛
39899	鯛
20195	代
21488	台
31532	第
37261	醍
38988	題
40441	鷹
28381	滝
28711	瀧
21331	卓
21828	啄
23429	宅
25176	托
25246	択
25299	拓
27810	沢
28655	濯
29730	琢
35351	託
37944	鐸
28609	濁
35582	諾
33592	茸
20967	凧
34552	蛸
21482	只
21481	叩
20294	但
36948	達
22890	奪
33073	脱
24061	巽
31466	竪
36799	辿
26842	棚
29432	狸
40008	鱈
27197	樽
35504	誰
20025	丹
21336	単
22022	嘆
22374	坦
25285	担
25506	探
26086	旦
27470	歎
28129	淡
28251	湛
28845	炭
30701	短
31471	端
31658	箪
32187	綻
32829	耽
32966	胆
34507	蛋
35477	誕
37723	鍛
22243	団
22727	壇
24382	弾
26029	断
26262	暖
27264	檀
27573	段
30007	男
35527	談
20516	値
30693	知
22320	地
24347	弛
24677	恥
26234	智
27744	池
30196	痴
31258	稚
32622	置
33268	致
34584	蜘
36933	遅
39347	馳
31689	築
30044	畜
31569	筑
33988	蓄
36880	逐
31209	秩
31378	窒
33590	茶
23265	嫡
30528	着
20013	中
20210	仲
23449	宙
24544	忠
25277	抽
26172	昼
26609	柱
27880	注
34935	衷
35387	註
37198	酎
37619	鋳
39376	駐
27159	樗
28710	瀦
29482	猪
33511	苧
33879	著
36015	貯
19969	丁
20806	兆
20939	凋
21899	喋
23541	寵
24086	帖
24115	帳
24193	庁
24340	弔
24373	張
24427	彫
24500	徴
25074	懲
25361	挑
26274	暢
26397	朝
28526	潮
29266	牒
30010	町
30522	眺
32884	聴
33081	脹
33144	腸
34678	蝶
35519	調
35548	諜
36229	超
36339	跳
37530	銚
38914	頂
21189	勅
25431	捗
30452	直
26389	朕
27784	沈
29645	珍
36035	賃
37806	鎮
38515	陳
27941	津
22684	墜
26894	椎
27084	槌
36861	追
37786	鎚
30171	痛
36890	通
22618	塚
26626	栂
25524	掴
27131	槻
20291	佃
28460	漬
26584	柘
36795	辻
34086	蔦
32180	綴
37716	鍔
26943	椿
28528	潰
22378	坪
22775	壷
23340	嬬
32044	紬
21514	吊
37347	釣
40372	鶴
20141	亭
20302	低
20572	停
20597	偵
21059	剃
35998	貞
21576	呈
22564	堤
23450	定
24093	帝
24213	底
24237	庭
24311	廷
24351	弟
24716	悌
25269	抵
25402	挺
25552	提
26799	梯
27712	汀
30855	碇
31118	禎
31243	程
32224	締
33351	艇
35330	訂
35558	諦
36420	蹄
36883	逓
37048	邸
37165	鄭
37336	釘
27877	泥
25688	摘
25826	擢
25973	敵
28404	滴
30340	的
31515	笛
36969	適
37841	鏑
28346	溺
21746	哲
24505	徹
25764	撤
36685	轍
36845	迭
37444	鉄
20856	典
22635	填
22825	天
23637	展
24215	店
28155	添
32399	纏
29980	甜
36028	貼
36578	転
39003	顛
28857	点
20253	伝
27583	殿
28593	澱
38651	電
20814	兎
21520	吐
22581	堵
22615	塗
22956	妬
23648	屠
24466	徒
26460	杜
28193	渡
30331	登
33759	菟
36077	賭
36884	途
37117	都
37709	鍍
30757	砥
30778	砺
21162	努
24230	度
22900	奴
24594	怒
20498	倒
20826	党
20908	冬
20941	凍
21776	唐
22612	塔
22616	塘
22871	套
23445	宕
23798	島
23947	嶋
24764	悼
25237	投
25645	搭
26481	東
26691	桃
26812	梼
26847	棟
30423	盗
28120	淘
28271	湯
28059	涛
28783	灯
29128	燈
24403	当
30168	痘
31095	祷
31561	等
31572	答
31570	筒
31958	糖
32113	統
21040	到
33891	董
34153	蕩
34276	藤
35342	討
35588	謄
36367	踏
36867	逃
36879	透
37913	鐙
38518	陶
38957	頭
39472	騰
38360	闘
20685	働
21205	動
21516	同
22530	堂
23566	導
24999	憧
25758	撞
27934	洞
30643	瞳
31461	童
33012	胴
33796	萄
36947	道
37509	銅
23776	峠
40199	鴇
21311	匿
24471	得
24499	徳
28060	涜
29305	特
30563	督
31167	禿
31716	篤
27602	毒
29420	独
35501	読
26627	栃
27233	橡
20984	凸
31361	突
26932	椴
23626	届
40182	鳶
33515	苫
23493	寅
28702	瀞
22136	噸
23663	屯
24775	惇
25958	敦
27788	沌
35930	豚
36929	遁
38931	頓
21585	呑
26311	曇
37389	鈍
22856	奈
37027	那
20869	内
20045	乍
20970	凪
34201	薙
35598	謎
28760	灘
25466	捺
37707	鍋
26978	楢
39348	馴
32260	縄
30071	畷
21335	南
26976	楠
36575	軟
38627	難
27741	汝
23612	尼
24336	弐
36841	迩
21250	匂
36049	賑
34425	虹
24319	廿
20083	乳
22914	如
23615	尿
38894	韮
20219	任
22922	妊
24525	忍
35469	認
28641	濡
31152	禰
31074	祢
23527	寧
33905	葱
29483	猫
29105	熱
24180	年
24565	念
25467	捻
25754	撚
29123	燃
31896	粘
20035	乃
24316	廼
20043	之
22492	埜
22178	嚢
24745	悩
28611	濃
32013	納
33021	能
33075	脳
33215	膿
36786	農
35223	覗
34468	蚤
24052	巴
25226	把
25773	播
35207	覇
26487	杷
27874	波
27966	派
29750	琶
30772	破
23110	婆
32629	罵
33453	芭
20467	俳
24259	廃
25309	拝
25490	排
25943	敗
26479	杯
30403	盃
29260	牌
32972	背
32954	肺
36649	輩
37197	配
20493	倍
22521	培
23186	媒
26757	梅
26995	楳
29028	煤
29437	狽
36023	買
22770	売
36064	賠
38506	陪
36889	這
34687	蝿
31204	秤
30695	矧
33833	萩
20271	伯
21093	剥
21338	博
25293	拍
26575	柏
27850	泊
31636	箔
31893	粕
33334	舶
34180	薄
36843	迫
26333	曝
28448	漠
29190	爆
32283	縛
33707	莫
39361	駁
20989	函
31665	箱
30834	硲
31672	箸
32903	肇
31560	筈
27368	櫨
24161	幡
32908	肌
30033	畑
30048	畠
37474	鉢
28300	溌
30330	発
37271	醗
39658	髪
20240	伐
32624	罰
25244	抜
31567	筏
38309	閥
40169	鳩
22138	噺
22617	塙
34532	蛤
38588	隼
20276	伴
21028	判
21322	半
21453	反
21467	叛
24070	帆
25644	搬
26001	斑
26495	板
27710	氾
27726	汎
29256	版
29359	犯
29677	班
30036	畔
32321	繁
33324	般
34281	藩
36009	販
31684	範
29033	煩
38930	頒
39151	飯
25405	挽
26217	晩
30058	番
30436	盤
30928	磐
34115	蕃
34542	蛮
21290	匪
21329	卑
21542	否
22915	妃
24199	庇
24444	彼
24754	悲
25161	扉
25209	批
25259	披
26000	斐
27852	泌
30130	疲
30865	碑
31192	秘
32203	緋
32631	罷
32933	肥
34987	被
35513	誹
36027	費
36991	避
27147	樋
31800	簸
20633	備
23614	尾
24494	微
26503	枇
27608	毘
29749	琵
30473	眉
32654	美
26570	柊
31255	稗
21305	匹
39661	髭
24422	彦
33181	膝
33777	菱
32920	肘
24380	弼
24517	必
30050	畢
31558	筆
36924	逼
26727	桧
23019	姫
23195	媛
32016	紐
30334	百
35628	謬
20469	俵
24426	彪
27161	標
27703	氷
28418	漂
29922	瓢
31080	票
34920	表
35413	評
35961	豹
24287	廟
25551	描
30149	病
31186	秒
33495	苗
37672	錨
37618	鋲
33948	蒜
34541	蛭
39981	鰭
21697	品
24428	彬
25996	斌
27996	浜
28693	瀕
36007	貧
36051	賓
38971	頻
25935	敏
29942	瓶
19981	不
20184	付
22496	埠
22827	夫
23142	婦
23500	富
20904	冨
24067	布
24220	府
24598	怖
25206	扶
25975	敷
26023	斧
26222	普
28014	浮
31526	符
33104	腐
33178	膚
33433	芙
35676	譜
36000	負
36070	賦
36212	赴
38468	附
20398	侮
25771	撫
27494	武
33310	舞
33889	葡
34154	蕪
37096	部
23553	封
26963	楓
33914	葺
34135	蕗
20239	伏
21103	副
24489	復
24133	幅
26381	服
31119	福
33145	腹
35079	複
35206	覆
28149	淵
24343	弗
25173	払
27832	沸
20175	仏
29289	物
39826	鮒
20998	分
21563	吻
22132	噴
22707	墳
24996	憤
25198	扮
28954	焚
22894	奮
31881	粉
31966	糞
32027	紛
38640	雰
32862	聞
19993	丙
20341	併
20853	兵
22592	塀
24163	幣
24179	平
24330	弊
26564	柄
20006	並
34109	蔽
38281	閉
38491	陛
20731	僻
22721	壁
30294	癖
30887	碧
21029	別
30629	瞥
34065	蔑
31622	箆
20559	偏
22793	変
31687	篇
32232	編
36794	辺
36820	返
36941	遍
20415	便
21193	勉
23081	娩
24321	弁
38829	鞭
20445	保
33303	舗
37610	鋪
22275	圃
25429	捕
27497	歩
29995	甫
35036	補
36628	輔
31298	穂
21215	募
22675	墓
24917	慕
25098	戊
26286	暮
31807	簿
33769	菩
20515	倣
20472	俸
21253	包
21574	呆
22577	報
22857	奉
23453	宝
23792	峰
23791	峯
23849	崩
24214	庖
25265	抱
25447	捧
25918	放
26379	朋
27861	法
27873	泡
28921	烹
30770	砲
32299	縫
32990	胞
33459	芳
33804	萌
34028	蓬
34562	蜂
